GENE_ID,treat_1,treat_2,treat_3,control_1,control_2,control_3
HEXB,3182,1606,1471,1051,1141,1488
PTCD2,1934,1939,1836,1864,1244,1888
NEXMIF,3823,3542,6571,2065,1074,4982
JKAMP,2275,2224,2367,1366,1149,1516
DKK3,51513,26336,30602,23971,11188,31546
ARHGEF5,377,123,130,582,168,161
NFE2L3,1529,1119,1243,1777,1320,990
MCUR1,4228,2352,2374,2677,1677,2529
LIMA1,2088,1659,2366,4206,1733,915
LETMD1,2284,1057,1338,1539,1189,1312
SLC4A8,10607,7176,11973,8486,3656,10117
LAMC3,2677,400,452,1444,1228,565
PTGER3,1826,1110,1781,65,228,699
TNIP3,69,67,35,10,31,107
MAPK9,9549,12201,11581,2963,4098,9446
COL23A1,1225,279,272,388,190,827
BCAR1,6289,3910,2968,6230,6898,4255
FAM160A2,4116,2250,2198,2050,1735,2867
HERPUD1,2203,1878,1642,2079,1733,1409
HOMER3,1247,586,358,1273,1499,810
RAD51,134,14,37,50,26,57
POLQ,470,164,247,55,24,142
PIK3CB,5495,4641,4028,2835,2007,4155
CYBA,4386,357,462,1705,1219,564
THOC3,2081,1624,2312,586,977,1948
HEBP2,1679,453,874,2049,942,604
MPHOSPH9,2761,2127,2587,1707,1578,1955
PLEKHA5,5805,4208,4973,4352,2121,3094
PRSS8,72,18,21,52,42,27
SIKE1,2455,2951,3409,2248,1784,2187
RRP12,4223,1768,1594,1695,1330,2403
FNIP2,9952,5860,5462,4609,4664,5280
MSMO1,5135,4076,5507,5414,2265,3162
TTC17,5662,2654,3041,4391,3375,2697
ALX4,494,41,79,109,169,103
FSTL4,4453,1088,1864,196,321,2498
FOXN3,6943,4942,6186,6964,6999,5343
METTL24,225,75,67,130,69,78
AKR7A2,3063,813,716,2380,1626,1294
MRTO4,3424,1693,1548,1703,1079,1968
NNAT,5216,1988,2046,3235,2230,2432
USE1,1179,732,640,908,689,624
MCF2L2,7799,4689,5026,1496,5194,6264
NRIP2,1210,807,876,1412,1850,915
LAMA3,1255,509,617,441,676,673
AP5M1,3135,6196,4148,2552,3206,5586
ANAPC4,2034,2065,2668,1442,1452,1695
KCNQ1,1181,112,204,426,510,239
TRAPPC3,2266,1499,1798,1843,1337,1080
THRAP3,14744,9855,9827,11123,6604,8321
PHPT1,3966,1434,1526,3303,1294,1712
ENTPD2,1260,309,411,3342,486,530
LY75,1357,354,558,817,657,515
ARID4B,4474,4204,4557,4292,4596,4885
OPN3,910,669,400,259,190,701
SDCCAG8,3074,2258,2250,2688,2233,1618
PTPRN,32952,11808,13062,2073,5553,19151
HHAT,838,396,631,556,360,439
KIF1B,84908,58938,61808,60795,63739,69951
FOXC1,1832,233,463,825,119,384
TBC1D22A,2920,1601,1122,1976,1950,1774
SYNE2,8083,3010,3747,13839,5971,2881
PLEKHH1,9808,9127,10683,26191,34983,11053
ATP9A,85269,59207,65667,18928,16005,70053
CBLN4,4124,2066,2823,394,430,2753
CHRDL2,54,17,17,30,22,17
FAM168A,36781,20263,19828,43675,18250,24803
RELT,2039,841,748,1479,2269,922
GALC,3727,3375,3543,4066,2584,2705
NOP58,1685,1349,1486,967,881,1226
SZRD1,6686,914,632,7337,1710,651
KCNH2,4179,1213,1264,777,787,1818
CUL1,4809,3033,3129,2637,1809,2582
FAM114A2,1201,779,1015,1399,839,735
CYFIP2,54243,26778,24639,17005,12032,28917
TAB2,6138,2525,3077,6281,1833,2193
GINM1,1756,1970,2362,2834,2279,1952
EIF2AK2,8998,8521,10319,8545,6052,9057
USP36,3974,1850,2117,2535,2401,1970
KMT2C,29012,13776,14791,32803,15818,15652
MCOLN3,87,9,25,9,0,16
CCDC85A,5870,3237,3926,1660,679,3387
PUM2,17290,16036,17418,11283,8696,14102
MRPL43,1607,440,755,1723,570,957
ITIH4,646,381,169,755,410,229
HPF1,1469,1363,1514,1321,757,969
ZFR,17263,9582,11842,13138,8840,8382
ZNF280C,728,545,721,466,418,354
NPFFR2,50,102,37,0,5,69
PHF21B,735,282,452,781,405,184
TRAF1,1501,915,1260,3066,2187,1355
RC3H2,11687,9080,10299,7304,5944,8449
IL17RB,1039,611,799,2075,786,650
TRAF3IP2,1303,487,708,2747,649,620
GYG2,558,399,362,2259,236,304
DCBLD2,3176,1906,2074,2246,1305,1815
SOAT1,3839,1376,1534,2375,1594,1502
PKP2,1016,159,504,411,347,355
MSH4,93,82,95,71,35,75
F7,182,75,78,42,31,105
GDI2,14378,7862,7205,8051,5124,6074
PRDM1,953,262,251,542,383,198
ATG5,2342,1931,2141,1443,1124,1549
TMCC3,2453,3060,2409,4978,5826,1928
PITHD1,10032,8288,9089,3859,5239,8909
MTA3,6240,3543,3328,3538,1608,3300
USP13,3020,1964,2076,2085,2025,1561
ATP11B,4320,4379,5044,1923,3033,4410
LAMC2,165,13,131,37,14,180
CDK14,11014,10096,10861,4396,3199,10425
SEC61A1,7043,2835,4723,5591,6100,3929
PPP1R12A,8664,9172,10843,5692,6072,8601
RASGRF1,15075,8212,5564,2928,2728,4839
CAMK2B,18315,6832,4963,5830,5370,18491
CROCC,2631,1002,1114,1748,2650,1627
POLR3E,2919,1293,1543,2225,1880,1769
ATP2B4,35019,14663,19596,16407,6454,16421
ZC3H11A,3307,6372,7691,7963,1747,858
RIOK2,1188,1613,1907,1174,763,1214
YIPF1,1553,887,568,862,566,750
NDC1,1740,1501,1865,1229,780,1170
DGKG,7392,3214,4302,9105,3269,4446
FLYWCH1,4349,3112,2776,5218,3760,4173
UNKL,2803,1016,1054,1942,1421,1526
TBXAS1,2566,640,842,1420,1777,610
PARP12,1320,409,591,923,927,304
ALDH18A1,4072,2048,2223,2257,1701,2002
TARBP1,6054,4802,4944,2297,2336,3089
GATB,2188,1559,1352,1265,869,1350
MXD1,666,1753,198,1816,1288,1828
CDK17,9242,10835,11933,4272,5372,8185
DNAJC25,631,499,656,283,262,622
SLC2A3,9427,4373,5733,729,2706,3776
PSD,25717,11813,10374,2196,10175,16667
CTDP1,2636,1323,1223,1995,2008,1563
YBX3,3233,658,905,2377,2214,568
STYK1,1741,683,991,48,152,712
WNK1,23795,13194,14288,30037,24739,14615
CCAR1,3437,2016,2468,2946,1990,1850
OGFR,5355,2528,2048,2649,1612,3079
GNA15,1192,220,168,353,396,503
CREB3L3,34,18,0,13,0,0
PIGV,793,432,531,864,524,685
PTPRU,3652,2359,1502,1560,1131,2740
SNRNP40,1566,802,792,1513,1047,574
RIMBP2,21598,7524,9131,761,2585,8137
COL11A1,3839,2174,1945,2502,2185,1523
QSER1,5736,3579,3069,5754,2774,2274
MPC1,2569,2924,3850,4210,2314,3049
ACAA1,4117,1659,1853,4070,2529,2345
BCAT1,6555,6176,6409,1827,2912,6291
HDAC7,4540,1278,1493,4211,3454,2349
LZTS1,6947,2708,1546,1308,1420,4120
PRDM6,215,80,79,84,93,80
WNT8A,50,13,18,12,0,22
SPAG4,186,100,57,114,89,124
NCKAP1,32145,27832,31958,11502,8230,21129
MRPS35,2586,2875,3385,1782,2019,1821
GUCY1B1,9358,8010,7979,1172,1512,6619
SFSWAP,3215,2388,1902,3354,2945,2837
TNK2,15755,7681,6710,8840,11623,11739
MON2,9777,8060,8292,8584,7832,6869
CDH3,589,206,411,131,302,289
ARSF,310,145,114,281,130,93
GPBP1,8361,7911,9185,7167,5227,7448
DGAT2,700,574,423,149,187,576
ZNF112,1373,1056,1240,1660,829,1125
CS,12250,4461,4871,2632,3400,4909
LTK,279,119,127,31,7,222
MRPS24,1399,1236,1109,639,1124,984
ELMO2,7686,3129,4360,5503,3042,3509
WAPL,5508,4797,4674,5060,3434,3437
VMP1,11556,4473,3980,3634,3386,2510
APPBP2,6878,7453,8474,6192,5737,6647
POLD1,1293,380,437,844,923,522
SEZ6,7535,2020,1962,4341,1533,3374
EIF4B,28617,18232,24095,29799,23933,20126
SLC6A16,118,62,69,144,93,77
BICRA,1956,352,258,1251,1706,452
SPHK2,3486,1827,1584,2630,2982,3182
RPL18,12052,5337,5568,10749,7931,5692
CA11,30137,13265,16563,2729,10841,19596
ISOC2,2314,863,502,1468,980,1074
U2AF2,7650,2298,2333,5408,3379,3341
EPN1,19450,5380,4726,6114,7346,9309
MED29,2849,4104,1955,4164,3980,2928
AHRR,423,86,163,86,148,208
ZNF275,4621,2130,1764,6965,2870,2403
MTMR1,3894,2656,3416,3756,1892,3083
GPC1,11706,6157,4900,5292,5508,9845
ADCK1,1680,543,650,1281,1017,838
HAGH,4312,2278,1820,2443,1736,2389
RNF4,1735,894,1202,1116,908,1168
CASP8,806,222,321,463,318,313
LIMCH1,15801,15394,10968,20643,14159,14473
INTS13,916,583,762,1133,883,626
TM7SF3,4193,2961,2362,3704,2539,2582
DLX3,148,0,25,4,0,24
SPA17,265,167,218,343,93,175
TSPAN32,197,174,116,186,70,182
CCN5,184,48,81,132,73,85
DMRT3,7,0,6,14,0,4
ST3GAL6,1423,1357,1706,648,859,1179
ATP2C2,691,379,470,240,378,549
NGFR,2003,91,238,280,434,292
CDON,1426,810,717,658,487,995
TAF2,3385,2537,2730,2217,1831,1967
HIPK2,55470,40932,45323,160081,167697,59539
TNPO3,7380,3204,3530,4689,2852,3491
BORCS8-MEF2B,87,86,41,165,47,111
RFXANK,923,331,378,982,561,521
TMEM161A,1141,372,271,849,627,683
LPAR2,469,132,109,182,242,204
CTSA,9173,1726,1803,4014,2050,2687
SUGP2,17223,7226,8064,7286,5906,10996
SLC12A2,9554,13985,10701,16000,20986,11511
SNX24,1048,1046,678,1019,534,999
EYA2,631,295,328,1604,161,452
CNN2,1398,153,268,627,891,266
ABCA7,1640,763,717,1072,1009,1522
SNCAIP,650,263,662,850,300,302
DDX20,802,541,614,485,227,411
BTBD1,10938,10336,9227,5471,4956,8799
FAR2,3031,1409,2902,644,1143,2132
BCAS1,9727,8812,7534,21393,29555,7722
CHI3L2,6135,66,368,2228,113,92
SBNO2,5675,736,621,2619,2225,1052
PMS1,1564,1842,2354,1403,1367,1779
HMG20B,1431,474,403,1213,1380,434
CALCRL,1192,457,1002,822,525,816
TAF11,1587,710,858,814,584,694
ANKS1A,7028,2660,3000,3357,3480,3643
AP3D1,16935,5433,4563,7148,5436,6414
ZNF76,2812,1071,950,2107,1638,1357
SLC9A3R2,3046,1325,1289,2069,2041,1748
NTHL1,553,317,188,369,353,412
UHRF1BP1,6245,2163,2922,2832,2317,2123
GNAI3,6551,4225,4591,5276,3067,3765
IPO5,16993,9544,10989,9766,5560,8325
OAT,9112,7372,7325,5489,4069,5533
WDR3,3124,2213,2324,1862,1086,1451
PKN2,3806,3575,4468,4283,3741,3183
WDR18,1728,512,491,940,695,620
TRAM2,3133,753,1019,1676,858,754
NTN1,3953,1048,876,7703,2437,1376
GLP2R,936,164,1193,36,72,831
MCM10,89,15,15,14,9,12
DGKA,1570,841,1237,766,661,971
ERBB3,3409,4149,3616,12057,10668,4463
ROPN1,12,21,3,28,0,13
ANKRD44,3857,3470,4559,4399,5395,3032
KARS1,4160,2191,2137,2487,1799,2026
ADAT1,2492,1328,1254,1624,1093,1464
PDIA5,569,147,152,224,112,136
TBC1D22B,2238,947,899,1110,804,942
NDUFB4,1208,450,428,956,679,532
SPEN,18005,7919,8684,16397,11381,9390
MYLK,8941,3956,4769,9402,4793,3174
ZC3H15,3833,4094,4041,1893,1622,2404
MAP2K4,10841,8734,10178,2203,2977,6806
PACC1,1814,1561,1260,2908,3647,1548
SNAP91,26244,15311,15733,2152,6555,16307
SLK,7903,6850,6708,7370,3482,5040
CYB5R4,2313,1758,1540,1211,1050,1442
COL17A1,115,39,73,78,92,51
GSTO2,1776,1004,1322,1081,418,1351
SEC61A2,2687,1766,2041,1192,1601,2178
PRKCQ,921,1127,788,1973,1238,681
TLE2,1306,686,763,1321,831,924
ASB1,6850,4371,5063,5268,6137,6286
FAM107B,2759,6474,5902,9378,12119,5114
ME1,3576,2590,3507,1263,1059,2455
TBC1D1,5533,1764,2704,3201,2288,2147
CDK13,8096,5400,6592,6194,5411,5782
MTHFD2,2103,353,260,578,455,291
SLC9A7,12048,7404,10783,3427,3345,8169
FOXJ2,7356,2132,3080,3397,2345,2649
YBX1,7444,1585,1509,5206,4461,1418
PDE4A,7039,3138,2525,1617,2657,3866
PPP2R5A,4361,3321,3058,5068,3570,3035
CTNNA2,21046,12623,12607,12992,6169,10824
ELAVL1,8542,4468,5021,4524,4058,5573
TIE1,2380,690,911,3051,2572,953
DIP2B,18174,13825,13413,24636,29131,12633
SMARCD1,3260,1289,1398,2606,1631,1219
KDM4A,6128,3031,3082,4511,3346,3159
NFYC,2010,1479,1317,1610,1078,913
ZMYND12,160,75,69,150,51,103
SLC9A3,1080,113,776,646,414,1138
NGEF,22064,9522,6795,2337,2477,11202
ASPM,531,186,229,41,130,132
CD84,6234,1276,1871,2435,1888,966
ELOVL1,2070,1205,847,4342,4468,1455
SPI1,3057,247,295,700,770,233
POLR1H,569,265,382,668,334,409
MPPED2,2284,1539,1194,655,819,1336
CLDN18,125,15,99,128,48,39
ZBTB11,4169,3481,3731,2418,1807,2765
ATXN3,2734,3015,3006,1543,2042,2763
GOLGA5,2873,1698,1753,2244,1588,1617
FGFR2,6541,6424,4562,15625,11453,5167
LRRC40,2072,2384,3044,1117,842,2020
ISOC1,1071,1039,888,854,1080,1100
EML1,2206,1701,1485,974,892,1467
TRMT11,1365,1219,1481,870,831,1355
THUMPD1,3938,3480,4575,3115,2115,3384
MSANTD3,1372,1163,796,813,784,727
KIF26A,1018,719,610,861,1046,828
ATG2B,13050,10459,11037,6868,6585,9466
ARFGEF1,10570,7028,7744,5326,4488,5879
ZFAT,1715,747,794,1264,590,765
MTFR1,570,655,645,915,955,659
STAG3,2645,1857,1907,3740,4133,2623
FECH,1901,2549,1571,1658,1924,1407
MYO9A,15563,10993,12785,7530,5959,9705
DDX3Y,0,0,4500,4706,2958,3327
PFKP,23345,8478,9435,6159,7242,9568
IDI1,3291,3840,3709,3028,1552,2349
SP100,2423,502,912,1312,1161,593
KLF6,4013,1321,2850,2353,4024,2962
PLPP1,2651,1303,1723,3117,2083,2227
NEO1,9733,6125,6396,15035,7322,5290
TRAM1,4087,4373,4599,4153,1337,3501
PHKA1,3502,1489,986,5063,862,1063
TNFRSF1A,5536,778,832,3360,1303,1042
CACNB1,12411,6501,5913,2786,2587,8224
EVI5,3283,3427,3925,4060,3586,2645
STOML1,4476,2459,1464,1123,1288,3204
PKM,61868,23210,21425,31411,16380,32570
DHX29,3359,2643,2795,2324,1939,2332
DNTTIP2,1877,1292,1430,1351,1153,1865
METTL22,1028,397,526,871,875,782
TP53BP1,22737,12995,15065,10877,6535,13259
TRO,2029,1512,1126,1336,1112,1380
RRP15,1191,1342,1834,769,752,1273
RHOA,18577,11795,12815,18582,15359,12345
DHX8,5092,2074,2483,4066,2299,2658
PRKCZ,13870,6965,6869,2112,4633,7637
ZFY,0,0,1221,805,669,1051
IARS2,5815,5436,4871,3855,4015,4192
SYT1,92983,86327,88804,2567,13865,79487
NAV3,15658,12382,11714,8033,8969,10281
IDH3G,3944,1286,1136,2239,1328,1818
ROGDI,5659,3774,2817,3598,4778,3725
PDZD4,34466,12075,17464,5411,13458,23666
ATP2B3,10347,5060,4085,440,1140,6283
ROCK1,5495,3933,5224,7516,5232,4369
CBFB,1968,907,985,1770,2198,1268
PDK3,4206,2497,2372,1088,1049,2670
HYAL2,1473,533,448,1351,1076,566
HDAC4,10576,4279,4640,4849,4223,5980
RASSF1,939,370,444,802,707,440
FGFR3,6941,4760,4187,19070,3508,9613
IFI35,1003,228,186,711,390,203
HEATR6,1811,857,869,1538,1208,935
COASY,2586,1009,1137,1590,1332,1560
PLEKHH3,838,344,295,768,648,511
MEF2A,12282,9921,5909,3394,5605,4549
OTUD5,6918,3825,3872,3326,3297,4590
TFE3,9649,4119,3413,6568,4417,5172
TBC1D25,3619,1892,1742,1458,1302,2412
ACSL4,8583,10958,14058,2146,3017,8660
INPP5A,5267,2106,2753,1851,1977,2637
GPKOW,2617,984,873,2097,1338,1063
GRIPAP1,7391,3760,3751,2938,3132,3505
FTSJ1,1288,551,485,890,543,727
PRR11,324,107,159,213,119,103
REEP1,7894,5144,6576,1166,1553,5878
ATP11A,8890,3860,3726,8078,6698,4102
POLR1A,10551,4191,3851,5648,4505,4242
LAPTM4A,5578,4036,4388,6427,3404,3455
TTC7A,2550,831,829,1900,1892,890
IP6K2,4124,1844,2298,2986,2408,2355
STON1-GTF2A1L,512,122,376,30,169,184
SRBD1,1179,644,1086,1155,800,489
KIF2A,9784,8831,9890,9976,5525,6575
RASGRP2,2191,1129,913,1138,790,1152
PSME4,6870,5402,5366,6302,6558,4412
IFT80,2490,4443,5258,2960,3635,3940
SIRT2,12905,5189,4209,14047,19828,6614
ERLEC1,5307,3756,4886,2762,1756,4144
PPP2R5B,9160,4364,3890,3112,3808,5323
PYGM,3350,2366,1432,5164,1587,2043
PITX1,9,6,4,6,27,0
TRPC7,64,4,18,17,0,57
MAST4,9957,4740,5852,9551,3845,6072
ADGRF5,5804,2958,3220,5121,3217,2225
SDK2,6225,2708,1671,2866,2466,2268
ADAM7,26,23,16,9,4,15
NUP133,6072,4490,4991,4546,3260,3611
NUCKS1,36824,50488,60766,41704,39256,47793
VPS35,11381,11606,10380,7109,4387,8000
DNAJA2,7688,6447,6455,4410,2967,6273
BCL3,831,56,60,439,175,96
KCNAB2,30182,11350,10873,2151,6190,19903
ABCC9,5023,3125,3546,10307,2965,2946
GAL,164,11,0,12,127,8
CLEC2D,611,437,557,500,601,427
FUNDC1,486,1230,1165,330,494,747
MAOB,14000,3950,5520,45325,2674,4136
RORA,5109,7777,7836,7821,1114,6608
DRD4,231,84,64,110,201,83
TGFBR3,2745,1076,1472,2321,806,1201
PLA2G10,12,2,16,11,23,0
HES2,10,0,0,0,0,0
ATP1B3,2604,1241,1498,947,753,1418
NEDD4,1051,607,733,1450,798,608
PIGB,732,531,645,565,355,407
MAPK6,8928,6781,10533,4882,3217,5564
GNB5,7651,7723,7443,1303,2017,7569
RAB27A,714,299,440,462,593,331
HDHD5,1621,851,767,907,763,965
UFD1,2274,1063,1075,2342,2042,1151
LRP6,6616,7368,8053,10830,6936,7734
GUCY2C,92,28,56,74,9,9
SCT,23,24,14,66,57,19
PHRF1,7883,2863,2878,4879,5036,4387
ELP1,6259,4594,5291,3903,2938,4354
NUCB2,2829,1945,2504,2306,1255,1690
PFN2,12992,15269,14514,4224,4048,13458
PTPN3,2334,2457,1825,126,229,2363
SPTB,10675,4393,4974,1114,2308,5035
DAPP1,479,73,104,152,109,62
FGF10,87,126,58,5,0,88
SLC44A1,8630,12007,17165,24282,25774,12062
TMEM260,1383,1528,1320,837,1589,1496
SMG6,5572,2647,3127,5165,2607,3191
EXOC5,5322,7823,8377,3492,5030,5318
CLTCL1,774,469,487,841,699,737
FGF22,183,128,84,31,70,191
FSTL3,873,351,203,378,190,435
DGCR2,11719,4750,4649,7919,6827,7888
RNF126,2469,622,626,1008,1002,1037
MNT,6583,3037,3065,2597,3063,4206
ZXDC,4092,1363,1203,4076,2750,2087
JMJD6,2721,1402,1596,2203,1455,1430
POLB,1031,705,870,579,516,552
ST6GALNAC1,358,90,125,414,195,136
WIPI1,1478,526,526,1158,656,474
FRMPD1,871,176,292,701,211,383
GBA2,9462,4458,4658,5210,4367,5981
NDST1,21807,8836,8430,21755,13843,11736
ASNS,2909,3344,2774,980,1186,2077
AP3M2,6463,5326,2245,2206,2021,2747
CNGB1,1203,251,975,17,52,742
ST6GALNAC2,128,17,7,267,26,20
PABPC1,10148,3958,5349,9367,4681,4218
TESK2,716,696,591,1486,1769,263
CFAP20,2156,1257,1249,1537,1127,1458
CSNK2A2,6931,4619,4099,4175,2624,3902
PTPN21,2166,1214,1746,4751,2175,1709
EIF2B3,1630,1047,1136,962,721,1054
CAMK2A,127699,73299,53688,4460,17010,83460
TCOF1,4365,1434,1361,2560,2426,2441
CDC42,15367,12755,12951,9521,8040,10122
OSBPL3,3862,2577,2641,3216,1448,2298
EPHA8,290,85,153,29,232,196
SLC12A3,8,5,5,3,0,8
RAD18,1142,729,909,538,436,660
ATP2B1,44538,51145,44605,5448,6665,30199
TRPM5,29,6,19,39,3,5
NCK2,1507,773,456,740,558,976
MAP4K4,28232,20246,26135,53042,48954,20957
MGAT4A,3356,7091,5989,3233,3593,5021
RPL31,6969,3973,4051,5130,4423,3253
WDR1,17477,5588,6230,12288,6569,6145
SNX13,9164,10738,12691,6454,5672,8589
ARHGAP10,4179,3952,4165,803,1904,2446
RPS6KA2,9739,5265,6122,6477,8212,5970
ING3,1166,1105,1434,1266,600,868
VASH1,11926,6140,5232,9164,12169,8398
LMCD1,824,276,231,861,653,154
BUD23,2391,1044,1227,1717,1144,1490
SEL1L,14011,10403,10598,10745,7026,8637
TRIP13,264,99,90,49,66,143
ATP6AP1,17156,5345,5395,7322,4944,7146
TCF3,1674,760,567,1291,1183,822
TRIB2,8588,7420,6468,15198,4781,6469
DAZAP1,4684,2832,2589,3499,3757,3922
MBD3,6996,2472,2377,4055,4000,3725
HLTF,4868,4753,4081,3618,2197,2625
FAM50A,2696,1764,1926,1933,1983,1542
FAM3A,1263,758,832,1446,1290,1032
CPSF1,7917,2738,2721,6461,2944,3740
MYO3B,73,36,63,87,28,31
CYBRD1,1536,838,962,3732,2043,4041
CDH19,411,1185,936,1873,2456,953
PDCD2,1526,1088,1055,1301,851,892
SLC6A15,3481,3628,5553,852,938,3585
RDH11,5105,3002,3128,4746,3169,2784
PRKACA,5572,1867,1300,2396,2363,3065
ADGRL1,44234,20475,18986,16870,13400,25387
ACTN1,16154,5281,5574,4873,2548,6047
ZFYVE26,7159,2762,2906,6409,4588,3409
RPS6KA6,1715,1597,2473,419,678,1600
EPN2,10330,5472,5526,9415,11570,7861
PTPN18,3862,792,980,2038,1748,1968
LIMS2,10204,4348,2276,6240,13192,3408
ASIC4,1667,358,718,466,939,1000
SPEG,9358,4090,3433,6374,2603,5133
LNX1,6824,5225,5376,365,1614,5151
ALDH3A2,3265,2624,3053,2593,1669,2460
TFRC,13153,7724,7249,6595,7210,4302
SREBF1,6629,3133,2409,8842,10634,4618
TRPC5,1793,1278,1571,223,258,1504
AFF4,18654,11358,14181,12775,9096,10728
UBE2D1,976,1009,1286,667,529,987
MPP5,4851,6080,6059,5966,4896,4699
RHOBTB1,1771,1256,1098,1990,1948,1354
SMC1A,9869,3769,3655,9502,3599,4104
HSD17B10,2407,922,899,2150,1460,948
MARK2,7611,3225,2341,2669,2690,3112
HMMR,91,29,57,16,42,28
CHFR,3622,1426,1568,2008,2607,1777
TRHDE,5268,8303,6294,236,1025,6355
P4HA2,1535,728,694,996,709,779
FCGR2B,548,31,110,276,18,65
NFATC3,3554,997,1178,4974,2338,1634
TRNT1,1351,1318,1466,921,1105,1209
ACADVL,6743,3619,3951,6707,4483,4792
STK10,3183,633,779,2462,1469,830
FBXW11,11884,9186,10532,8441,7891,10666
ACAP1,751,250,520,1343,1179,564
CRMP1,15904,9350,8505,5054,5265,9724
EVC,1648,459,639,2245,572,557
DERL2,1378,1160,1402,1545,1113,1071
SIDT1,2199,1650,1812,359,482,1711
NDE1,600,349,263,1062,996,387
IRAG1,13568,4486,5122,8612,7294,4392
TMEM38A,5429,2998,2478,1233,965,2767
AP1M1,8216,3108,2965,2780,2310,3663
PVR,1877,387,728,592,1251,1248
XRCC1,1605,684,555,1079,952,930
SCARB1,7945,2260,2147,4579,4270,3120
CYP2W1,28,26,9,46,18,16
MCM2,867,255,251,698,357,298
MOV10L1,624,273,172,119,170,150
PANX2,4109,1971,647,442,940,1330
SELENOO,2077,795,833,1352,1374,1280
TP63,102,12,33,52,62,17
ALPK1,2109,438,671,1162,552,378
LLGL2,357,243,150,263,377,237
PDE8A,3541,3847,3775,9046,9278,3099
CLCN4,9734,5536,14678,3269,4107,6195
NLE1,1769,959,955,817,915,1255
SDHA,10196,7327,5782,8326,7372,7640
SMARCE1,2852,1763,1991,2706,1561,1747
GSDMB,396,386,325,200,350,166
KDM5A,11530,7653,8668,12192,7866,7464
ADAM11,9228,5127,3756,811,1885,6977
PPP2R3A,2647,2440,2592,2894,2760,2141
FERMT2,4060,3227,2555,6100,3436,1819
ABCB11,14,16,7,26,0,15
DHRS9,776,434,398,785,318,279
PTGS2,3225,1474,573,438,528,478
IGF2BP2,405,33,61,1365,220,53
MAP3K13,5250,1395,1909,3420,2635,3046
ST6GAL1,5135,1622,2178,3117,3198,5464
TBX21,17,0,17,39,19,16
FRY,21162,10714,12619,14319,8598,11717
PICALM,13689,10378,11418,11226,11074,8690
NSF,43140,24070,30318,4844,6748,20222
GLI2,723,116,108,1820,147,197
CLASP1,18390,9835,12013,13015,7941,11728
MRPS34,2184,703,561,1233,892,1137
NOTCH3,17431,4182,3855,16822,14708,6583
CLNS1A,3491,2273,2797,3449,2803,2224
PPP2R2C,29022,15845,18057,3748,8359,20249
TEAD2,738,102,124,680,348,121
EED,1085,986,1281,814,674,901
CDHR2,808,274,395,63,188,447
SNCB,16056,4431,4260,322,2019,7221
TSG101,2301,1762,1760,1946,1513,1726
NCBP3,4973,1752,4181,2462,3200,3619
ATP2A3,957,218,206,533,482,305
CA12,799,207,229,1050,511,200
MGLL,24574,12670,7759,10032,4731,14236
NTN4,2394,1637,1714,739,1171,2007
BCS1L,998,581,688,737,633,746
NUAK1,23774,19708,14911,4705,7000,19252
DPP8,8982,10267,9902,6136,4893,8381
SLC24A1,718,558,391,773,678,580
ZNF532,7777,5108,4419,14647,6562,5386
SCARF1,1228,528,418,574,841,322
LMAN1,4439,3119,4162,4857,3091,2927
HACD3,9926,7082,6299,7344,3321,5582
IPCEF1,9366,12229,7622,1712,2094,10262
ZZEF1,12667,5679,6057,9321,7944,6735
ENO1,59069,21132,20264,43869,16885,27472
SLC12A1,129,289,150,46,108,658
MYDGF,2110,590,553,1045,642,793
ANO8,5504,2408,2317,5621,3284,2636
TUBE1,1449,1908,2349,1401,1307,1574
ARHGEF10L,6098,1944,1692,6757,3129,3081
TXK,30,8,19,27,18,2
WSCD2,5320,1958,2157,133,678,2714
KCNQ2,44579,26285,22249,2237,11945,38874
TACR2,547,347,209,77,318,357
ACTR6,1122,1964,2590,1089,1113,1827
TIPIN,245,191,262,329,150,159
SRI,7920,9042,10902,13139,6791,10296
EIF4G3,21201,12244,13240,8492,8583,10881
NUP37,352,271,410,432,285,232
SEMA3A,1279,1997,1387,1009,384,1142
GTSE1,166,5,14,18,30,17
SEMA3C,4339,1632,3681,901,1352,2056
TTC38,1337,349,288,1267,750,511
ACAT1,3270,1965,1970,2147,1497,1816
GRAMD4,8585,4466,4483,4021,2345,4840
CELSR1,1319,380,437,812,258,173
WNT8B,80,27,47,43,51,32
ZNF638,15870,14678,17480,11706,11748,13001
SLC25A40,1501,1432,1730,841,774,1281
TIMM21,1192,1041,842,779,556,852
ADD2,38879,26655,23802,3059,5989,27902
RASAL2,12927,9635,10074,4102,4196,8502
VPS9D1,3089,1207,1031,1180,1344,2188
ZNF37A,5603,4769,5739,4778,4171,3869
MARK3,6162,3882,5600,5108,4181,4891
SLC25A3,19306,11257,12627,10239,7363,11286
FNDC3B,5411,1530,1885,3910,1516,1300
FOSL2,17662,3594,4358,4052,4552,3803
CACNG5,255,60,51,99,258,170
CACNG4,5072,1381,2329,3373,3657,2379
FRYL,10328,11850,11486,20602,19547,8979
TMEM131,7744,4366,4841,5958,3527,4169
FSCN1,33341,11074,8163,14021,18140,15419
ACTB,214506,38747,27333,131362,67417,53546
MOCOS,141,45,67,72,46,24
PLD1,2731,2422,2304,4119,4657,2016
ATP12A,18,34,11,3,0,12
WDR62,462,137,184,198,216,159
DLG1,11748,14994,15404,13106,18399,11927
