GENE_ID,treat_1,treat_2,control_1,control_2
ST3GAL6,1423,1357,648,859
ATP2C2,691,379,240,378
NGFR,2003,91,280,434
CDON,1426,810,658,487
TAF2,3385,2537,2217,1831
HIPK2,55470,40932,160081,167697
TNPO3,7380,3204,4689,2852
BORCS8-MEF2B,87,86,165,47
RFXANK,923,331,982,561
TMEM161A,1141,372,849,627
LPAR2,469,132,182,242
CTSA,9173,1726,4014,2050
SUGP2,17223,7226,7286,5906
SLC12A2,9554,13985,16000,20986
SNX24,1048,1046,1019,534
EYA2,631,295,1604,161
CNN2,1398,153,627,891
ABCA7,1640,763,1072,1009
SNCAIP,650,263,850,300
DDX20,802,541,485,227
BTBD1,10938,10336,5471,4956
FAR2,3031,1409,644,1143
BCAS1,9727,8812,21393,29555
CHI3L2,6135,66,2228,113
SBNO2,5675,736,2619,2225
PMS1,1564,1842,1403,1367
HMG20B,1431,474,1213,1380
CALCRL,1192,457,822,525
TAF11,1587,710,814,584
ANKS1A,7028,2660,3357,3480
AP3D1,16935,5433,7148,5436
ZNF76,2812,1071,2107,1638
SLC9A3R2,3046,1325,2069,2041
NTHL1,553,317,369,353
UHRF1BP1,6245,2163,2832,2317
GNAI3,6551,4225,5276,3067
IPO5,16993,9544,9766,5560
OAT,9112,7372,5489,4069
WDR3,3124,2213,1862,1086
PKN2,3806,3575,4283,3741
WDR18,1728,512,940,695
TRAM2,3133,753,1676,858
NTN1,3953,1048,7703,2437
GLP2R,936,164,36,72
MCM10,89,15,14,9
DGKA,1570,841,766,661
ERBB3,3409,4149,12057,10668
ROPN1,12,21,28,0
ANKRD44,3857,3470,4399,5395
KARS1,4160,2191,2487,1799
ADAT1,2492,1328,1624,1093
PDIA5,569,147,224,112
TBC1D22B,2238,947,1110,804
NDUFB4,1208,450,956,679
SPEN,18005,7919,16397,11381
MYLK,8941,3956,9402,4793
ZC3H15,3833,4094,1893,1622
MAP2K4,10841,8734,2203,2977
PACC1,1814,1561,2908,3647
SNAP91,26244,15311,2152,6555
SLK,7903,6850,7370,3482
CYB5R4,2313,1758,1211,1050
COL17A1,115,39,78,92
GSTO2,1776,1004,1081,418
SEC61A2,2687,1766,1192,1601
PRKCQ,921,1127,1973,1238
TLE2,1306,686,1321,831
ASB1,6850,4371,5268,6137
FAM107B,2759,6474,9378,12119
ME1,3576,2590,1263,1059
TBC1D1,5533,1764,3201,2288
CDK13,8096,5400,6194,5411
MTHFD2,2103,353,578,455
SLC9A7,12048,7404,3427,3345
FOXJ2,7356,2132,3397,2345
YBX1,7444,1585,5206,4461
PDE4A,7039,3138,1617,2657
PPP2R5A,4361,3321,5068,3570
CTNNA2,21046,12623,12992,6169
ELAVL1,8542,4468,4524,4058
TIE1,2380,690,3051,2572
DIP2B,18174,13825,24636,29131
SMARCD1,3260,1289,2606,1631
KDM4A,6128,3031,4511,3346
NFYC,2010,1479,1610,1078
ZMYND12,160,75,150,51
SLC9A3,1080,113,646,414
NGEF,22064,9522,2337,2477
ASPM,531,186,41,130
CD84,6234,1276,2435,1888
ELOVL1,2070,1205,4342,4468
SPI1,3057,247,700,770
POLR1H,569,265,668,334
MPPED2,2284,1539,655,819
CLDN18,125,15,128,48
ZBTB11,4169,3481,2418,1807
ATXN3,2734,3015,1543,2042
GOLGA5,2873,1698,2244,1588
FGFR2,6541,6424,15625,11453
LRRC40,2072,2384,1117,842
ISOC1,1071,1039,854,1080
EML1,2206,1701,974,892
TRMT11,1365,1219,870,831
THUMPD1,3938,3480,3115,2115
MSANTD3,1372,1163,813,784
KIF26A,1018,719,861,1046
ATG2B,13050,10459,6868,6585
ARFGEF1,10570,7028,5326,4488
ZFAT,1715,747,1264,590
MTFR1,570,655,915,955
STAG3,2645,1857,3740,4133
FECH,1901,2549,1658,1924
MYO9A,15563,10993,7530,5959
DDX3Y,0,0,4706,2958
PFKP,23345,8478,6159,7242
IDI1,3291,3840,3028,1552
SP100,2423,502,1312,1161
KLF6,4013,1321,2353,4024
PLPP1,2651,1303,3117,2083
NEO1,9733,6125,15035,7322
TRAM1,4087,4373,4153,1337
PHKA1,3502,1489,5063,862
TNFRSF1A,5536,778,3360,1303
CACNB1,12411,6501,2786,2587
EVI5,3283,3427,4060,3586
STOML1,4476,2459,1123,1288
PKM,61868,23210,31411,16380
DHX29,3359,2643,2324,1939
DNTTIP2,1877,1292,1351,1153
METTL22,1028,397,871,875
TP53BP1,22737,12995,10877,6535
TRO,2029,1512,1336,1112
RRP15,1191,1342,769,752
RHOA,18577,11795,18582,15359
DHX8,5092,2074,4066,2299
PRKCZ,13870,6965,2112,4633
ZFY,0,0,805,669
IARS2,5815,5436,3855,4015
SYT1,92983,86327,2567,13865
NAV3,15658,12382,8033,8969
IDH3G,3944,1286,2239,1328
ROGDI,5659,3774,3598,4778
PDZD4,34466,12075,5411,13458
ATP2B3,10347,5060,440,1140
ROCK1,5495,3933,7516,5232
CBFB,1968,907,1770,2198
PDK3,4206,2497,1088,1049
HYAL2,1473,533,1351,1076
HDAC4,10576,4279,4849,4223
RASSF1,939,370,802,707
FGFR3,6941,4760,19070,3508
IFI35,1003,228,711,390
HEATR6,1811,857,1538,1208
COASY,2586,1009,1590,1332
PLEKHH3,838,344,768,648
MEF2A,12282,9921,3394,5605
OTUD5,6918,3825,3326,3297
TFE3,9649,4119,6568,4417
TBC1D25,3619,1892,1458,1302
ACSL4,8583,10958,2146,3017
INPP5A,5267,2106,1851,1977
GPKOW,2617,984,2097,1338
GRIPAP1,7391,3760,2938,3132
FTSJ1,1288,551,890,543
PRR11,324,107,213,119
REEP1,7894,5144,1166,1553
ATP11A,8890,3860,8078,6698
POLR1A,10551,4191,5648,4505
LAPTM4A,5578,4036,6427,3404
TTC7A,2550,831,1900,1892
IP6K2,4124,1844,2986,2408
STON1-GTF2A1L,512,122,30,169
SRBD1,1179,644,1155,800
KIF2A,9784,8831,9976,5525
RASGRP2,2191,1129,1138,790
PSME4,6870,5402,6302,6558
IFT80,2490,4443,2960,3635
SIRT2,12905,5189,14047,19828
ERLEC1,5307,3756,2762,1756
PPP2R5B,9160,4364,3112,3808
PYGM,3350,2366,5164,1587
PITX1,9,6,6,27
TRPC7,64,4,17,0
MAST4,9957,4740,9551,3845
ADGRF5,5804,2958,5121,3217
SDK2,6225,2708,2866,2466
ADAM7,26,23,9,4
NUP133,6072,4490,4546,3260
NUCKS1,36824,50488,41704,39256
VPS35,11381,11606,7109,4387
DNAJA2,7688,6447,4410,2967
BCL3,831,56,439,175
KCNAB2,30182,11350,2151,6190
ABCC9,5023,3125,10307,2965
GAL,164,11,12,127
CLEC2D,611,437,500,601
FUNDC1,486,1230,330,494
MAOB,14000,3950,45325,2674
RORA,5109,7777,7821,1114
DRD4,231,84,110,201
TGFBR3,2745,1076,2321,806
PLA2G10,12,2,11,23
HES2,10,0,0,0
ATP1B3,2604,1241,947,753
NEDD4,1051,607,1450,798
PIGB,732,531,565,355
MAPK6,8928,6781,4882,3217
GNB5,7651,7723,1303,2017
RAB27A,714,299,462,593
HDHD5,1621,851,907,763
UFD1,2274,1063,2342,2042
LRP6,6616,7368,10830,6936
GUCY2C,92,28,74,9
SCT,23,24,66,57
PHRF1,7883,2863,4879,5036
ELP1,6259,4594,3903,2938
NUCB2,2829,1945,2306,1255
PFN2,12992,15269,4224,4048
PTPN3,2334,2457,126,229
SPTB,10675,4393,1114,2308
DAPP1,479,73,152,109
FGF10,87,126,5,0
SLC44A1,8630,12007,24282,25774
TMEM260,1383,1528,837,1589
SMG6,5572,2647,5165,2607
EXOC5,5322,7823,3492,5030
CLTCL1,774,469,841,699
FGF22,183,128,31,70
FSTL3,873,351,378,190
DGCR2,11719,4750,7919,6827
RNF126,2469,622,1008,1002
MNT,6583,3037,2597,3063
ZXDC,4092,1363,4076,2750
JMJD6,2721,1402,2203,1455
POLB,1031,705,579,516
ST6GALNAC1,358,90,414,195
WIPI1,1478,526,1158,656
FRMPD1,871,176,701,211
GBA2,9462,4458,5210,4367
NDST1,21807,8836,21755,13843
ASNS,2909,3344,980,1186
AP3M2,6463,5326,2206,2021
CNGB1,1203,251,17,52
ST6GALNAC2,128,17,267,26
PABPC1,10148,3958,9367,4681
TESK2,716,696,1486,1769
CFAP20,2156,1257,1537,1127
CSNK2A2,6931,4619,4175,2624
PTPN21,2166,1214,4751,2175
EIF2B3,1630,1047,962,721
CAMK2A,127699,73299,4460,17010
TCOF1,4365,1434,2560,2426
CDC42,15367,12755,9521,8040
OSBPL3,3862,2577,3216,1448
EPHA8,290,85,29,232
SLC12A3,8,5,3,0
RAD18,1142,729,538,436
ATP2B1,44538,51145,5448,6665
TRPM5,29,6,39,3
NCK2,1507,773,740,558
MAP4K4,28232,20246,53042,48954
MGAT4A,3356,7091,3233,3593
RPL31,6969,3973,5130,4423
WDR1,17477,5588,12288,6569
SNX13,9164,10738,6454,5672
ARHGAP10,4179,3952,803,1904
RPS6KA2,9739,5265,6477,8212
ING3,1166,1105,1266,600
VASH1,11926,6140,9164,12169
LMCD1,824,276,861,653
BUD23,2391,1044,1717,1144
SEL1L,14011,10403,10745,7026
TRIP13,264,99,49,66
ATP6AP1,17156,5345,7322,4944
TCF3,1674,760,1291,1183
TRIB2,8588,7420,15198,4781
DAZAP1,4684,2832,3499,3757
MBD3,6996,2472,4055,4000
HLTF,4868,4753,3618,2197
FAM50A,2696,1764,1933,1983
FAM3A,1263,758,1446,1290
CPSF1,7917,2738,6461,2944
MYO3B,73,36,87,28
CYBRD1,1536,838,3732,2043
CDH19,411,1185,1873,2456
PDCD2,1526,1088,1301,851
SLC6A15,3481,3628,852,938
RDH11,5105,3002,4746,3169
PRKACA,5572,1867,2396,2363
ADGRL1,44234,20475,16870,13400
ACTN1,16154,5281,4873,2548
ZFYVE26,7159,2762,6409,4588
RPS6KA6,1715,1597,419,678
EPN2,10330,5472,9415,11570
PTPN18,3862,792,2038,1748
LIMS2,10204,4348,6240,13192
ASIC4,1667,358,466,939
SPEG,9358,4090,6374,2603
LNX1,6824,5225,365,1614
ALDH3A2,3265,2624,2593,1669
TFRC,13153,7724,6595,7210
SREBF1,6629,3133,8842,10634
TRPC5,1793,1278,223,258
AFF4,18654,11358,12775,9096
UBE2D1,976,1009,667,529
MPP5,4851,6080,5966,4896
RHOBTB1,1771,1256,1990,1948
SMC1A,9869,3769,9502,3599
HSD17B10,2407,922,2150,1460
MARK2,7611,3225,2669,2690
HMMR,91,29,16,42
CHFR,3622,1426,2008,2607
TRHDE,5268,8303,236,1025
P4HA2,1535,728,996,709
FCGR2B,548,31,276,18
NFATC3,3554,997,4974,2338
TRNT1,1351,1318,921,1105
ACADVL,6743,3619,6707,4483
STK10,3183,633,2462,1469
FBXW11,11884,9186,8441,7891
ACAP1,751,250,1343,1179
CRMP1,15904,9350,5054,5265
EVC,1648,459,2245,572
DERL2,1378,1160,1545,1113
SIDT1,2199,1650,359,482
NDE1,600,349,1062,996
IRAG1,13568,4486,8612,7294
TMEM38A,5429,2998,1233,965
AP1M1,8216,3108,2780,2310
PVR,1877,387,592,1251
XRCC1,1605,684,1079,952
SCARB1,7945,2260,4579,4270
CYP2W1,28,26,46,18
MCM2,867,255,698,357
MOV10L1,624,273,119,170
PANX2,4109,1971,442,940
SELENOO,2077,795,1352,1374
TP63,102,12,52,62
ALPK1,2109,438,1162,552
LLGL2,357,243,263,377
PDE8A,3541,3847,9046,9278
CLCN4,9734,5536,3269,4107
NLE1,1769,959,817,915
SDHA,10196,7327,8326,7372
SMARCE1,2852,1763,2706,1561
GSDMB,396,386,200,350
KDM5A,11530,7653,12192,7866
ADAM11,9228,5127,811,1885
PPP2R3A,2647,2440,2894,2760
FERMT2,4060,3227,6100,3436
ABCB11,14,16,26,0
DHRS9,776,434,785,318
PTGS2,3225,1474,438,528
IGF2BP2,405,33,1365,220
MAP3K13,5250,1395,3420,2635
ST6GAL1,5135,1622,3117,3198
TBX21,17,0,39,19
FRY,21162,10714,14319,8598
PICALM,13689,10378,11226,11074
NSF,43140,24070,4844,6748
GLI2,723,116,1820,147
CLASP1,18390,9835,13015,7941
MRPS34,2184,703,1233,892
NOTCH3,17431,4182,16822,14708
CLNS1A,3491,2273,3449,2803
PPP2R2C,29022,15845,3748,8359
TEAD2,738,102,680,348
EED,1085,986,814,674
CDHR2,808,274,63,188
SNCB,16056,4431,322,2019
TSG101,2301,1762,1946,1513
NCBP3,4973,1752,2462,3200
ATP2A3,957,218,533,482
CA12,799,207,1050,511
MGLL,24574,12670,10032,4731
NTN4,2394,1637,739,1171
BCS1L,998,581,737,633
NUAK1,23774,19708,4705,7000
DPP8,8982,10267,6136,4893
SLC24A1,718,558,773,678
ZNF532,7777,5108,14647,6562
SCARF1,1228,528,574,841
LMAN1,4439,3119,4857,3091
HACD3,9926,7082,7344,3321
IPCEF1,9366,12229,1712,2094
ZZEF1,12667,5679,9321,7944
ENO1,59069,21132,43869,16885
SLC12A1,129,289,46,108
MYDGF,2110,590,1045,642
ANO8,5504,2408,5621,3284
TUBE1,1449,1908,1401,1307
ARHGEF10L,6098,1944,6757,3129
TXK,30,8,27,18
WSCD2,5320,1958,133,678
KCNQ2,44579,26285,2237,11945
TACR2,547,347,77,318
ACTR6,1122,1964,1089,1113
TIPIN,245,191,329,150
SRI,7920,9042,13139,6791
EIF4G3,21201,12244,8492,8583
NUP37,352,271,432,285
SEMA3A,1279,1997,1009,384
GTSE1,166,5,18,30
SEMA3C,4339,1632,901,1352
TTC38,1337,349,1267,750
ACAT1,3270,1965,2147,1497
GRAMD4,8585,4466,4021,2345
CELSR1,1319,380,812,258
WNT8B,80,27,43,51
ZNF638,15870,14678,11706,11748
SLC25A40,1501,1432,841,774
TIMM21,1192,1041,779,556
ADD2,38879,26655,3059,5989
RASAL2,12927,9635,4102,4196
VPS9D1,3089,1207,1180,1344
ZNF37A,5603,4769,4778,4171
MARK3,6162,3882,5108,4181
SLC25A3,19306,11257,10239,7363
FNDC3B,5411,1530,3910,1516
FOSL2,17662,3594,4052,4552
CACNG5,255,60,99,258
CACNG4,5072,1381,3373,3657
FRYL,10328,11850,20602,19547
TMEM131,7744,4366,5958,3527
FSCN1,33341,11074,14021,18140
ACTB,214506,38747,131362,67417
MOCOS,141,45,72,46
PLD1,2731,2422,4119,4657
ATP12A,18,34,3,0
WDR62,462,137,198,216
DLG1,11748,14994,13106,18399
RAB7A,15848,6661,10757,8033
BCAP29,2196,2479,1489,1096
SEC31B,1579,866,1451,1193
SART3,4960,2744,3144,2691
ARHGAP15,494,143,368,222
TUBA3D,95,45,95,65
PAX2,29,0,2,21
EXOSC7,1304,957,849,793
KIFAP3,12878,11574,3796,4313
MKRN2,3528,1252,1535,1546
MCM6,2251,1320,870,581
REXO2,952,921,1352,808
RBM7,1222,880,1363,968
RBMS2,3657,792,3779,2569
BAZ2A,8951,4417,6807,5782
PTPN23,5882,2010,4370,3453
MLH1,2127,1140,1634,1530
UNG,1294,552,1658,782
FMO4,194,74,258,102
KLHL20,1583,1207,1882,1040
RGS11,3103,1731,2137,2910
SLC46A1,2709,1097,2703,2126
PLXNA2,27322,10557,5621,5720
SPAG5,1199,345,328,182
ANKRD13A,2875,2200,3624,2840
TPD52,4591,1442,1795,1376
ACACB,3684,2671,6632,4436
TRAF4,1185,483,3332,1562
PAG1,6159,3603,5251,4337
GPATCH1,1267,869,1039,642
ICAM3,717,128,301,149
NT5C2,4594,2312,4733,2106
MCAM,4649,2001,3373,5211
GPC4,1430,853,1547,528
MBNL3,910,780,897,1054
CAMSAP3,4600,1616,351,1261
RAP1GAP,22225,10180,4456,5994
XAB2,5175,1953,4628,3201
ARHGEF1,4811,1569,4696,4899
STXBP2,1511,243,421,463
MAP2K7,1484,763,1549,1458
NMRK2,36,7,10,0
DGKD,4020,1978,4177,3610
CTTNBP2,4358,3909,3364,5242
ACTL6B,3362,1085,145,356
RARB,1687,972,518,381
TOP2B,18993,16957,14439,11263
TM9SF3,13435,18500,11976,12283
NFKB2,1993,455,1298,884
UBE2T,241,181,35,45
PPP1R12B,21269,11376,8713,6074
DNAJC10,8656,7649,4772,3984
GTF3C1,19853,7466,10681,8616
IL4R,2522,272,931,335
USP33,7171,7801,4032,3684
PAK3,18781,19446,1396,4862
DCX,3704,2712,845,2375
SNRPA,879,440,1087,681
SPAG6,236,76,36,57
EXOSC5,718,350,420,306
DYNC1I2,7437,6341,7247,5955
APBB1IP,5201,858,2597,1968
LRCH4,1831,1039,1526,1457
FAM76B,824,1727,1110,1407
SIRT6,1250,443,724,683
POLD3,1048,637,998,527
ACTN2,5808,3460,2562,2558
CAPZB,12093,5248,7178,6469
GPR137B,4038,1348,5613,1660
NAALAD2,970,1192,775,300
JADE1,2895,1477,2207,1784
SLC25A43,372,242,383,145
UBE2A,1779,1741,1548,1377
FGFR1,6125,1695,7519,2673
FKBP6,6,4,12,0
SMC1B,63,48,34,38
FBLN1,6921,628,2132,1378
ITGA8,1653,328,311,269
CST7,79,12,75,80
MAP2,122750,97745,13340,27423
PIAS2,7103,6055,4361,4105
AMPH,13226,6830,1361,2641
ARAF,2689,522,2827,1614
MCCC1,2692,1774,2418,1479
LAMP3,75,12,14,14
FAP,359,135,137,5
NEBL,15764,13322,14816,6568
ACER3,5168,4219,5234,4015
UBE2K,8535,9748,2375,3764
PIK3C3,6378,4767,4371,3509
N4BP2,1829,1169,1800,1072
TIGAR,2126,482,1482,1456
TULP3,1029,462,1995,757
SYNJ2,9179,7094,9480,11001
ADCY2,24685,13754,16607,4529
PPP2R5C,10193,6733,4799,4516
RBFOX1,15179,11897,538,2292
GNB1,57964,13095,22210,17697
EDN1,1235,408,515,1324
MLLT10,3145,2363,2707,2113
ZCWPW1,372,219,541,348
ADCYAP1R1,6968,4133,10024,2265
FGF20,42,7,52,55
P2RY10,7,0,7,0
ITM2A,2638,1555,3050,2777
NRDC,12285,8928,6479,5831
VDAC3,9101,7882,4302,3002
PCM1,19165,16557,17149,12786
TNRC6C,7309,3516,6142,6843
CBFA2T2,4650,1830,2449,2267
BRINP1,16141,6715,9787,3971
ITCH,8691,5253,7363,5373
PKD2L2,55,44,44,55
TP53INP2,14468,8178,36402,41047
SDF4,6282,2146,3973,2676
MYH7B,954,652,1479,2122
TP73,50,57,181,243
TOLLIP,16451,8158,3526,6969
UBE2D4,3180,1376,2868,1771
CLUL1,379,237,185,117
RUNX1T1,5699,5587,1681,2150
CDH17,12,27,11,0
THOC1,1770,1706,1731,1870
FKBP7,227,83,302,111
OSBPL6,6499,2274,4063,1037
SLC1A3,119967,25538,50060,22640
XRCC5,16290,13012,11085,7458
LXN,307,134,194,124
SP140,448,167,212,259
MKNK1,4934,1863,2265,2214
TNS1,15708,5361,22972,16125
REXO1,8028,3039,2153,3888
SAR1A,8147,7917,5794,4502
CDC14A,535,389,946,426
RAPGEF3,4358,4010,5946,5262
CEACAM1,267,84,88,109
SENP1,1370,824,1311,965
DUSP13,61,16,3,0
CIC,20699,5941,11835,10945
LIPE,1542,780,3095,2007
FDFT1,3817,2870,5134,2441
PAFAH1B3,1132,475,536,806
OPHN1,7978,4883,9830,3798
KIF22,1744,720,1490,792
SCGN,43,21,14,20
CARMIL1,5087,3558,7722,1805
PGM1,4953,2261,6833,2304
DDX1,9565,7427,4501,3634
DNM2,8975,3518,8378,8338
EPB41L2,16354,10391,13164,13363
RIMS1,18016,14036,9489,6263
MOXD1,857,2284,1102,2206
STX7,10844,11371,7898,8192
RABL2B,1871,807,1061,611
KEAP1,3988,2271,3433,2905
DDX43,67,11,47,20
PTPRH,554,271,249,537
DCT,249,187,270,164
SLC35C2,3051,1040,2321,1940
CRYBG3,5155,3724,4605,3985
EPHA6,6105,2840,221,475
SCTR,63,11,13,7
RFX3,8059,6043,5849,2718
RIF1,16327,13526,11750,9634
RAB21,5742,6758,5794,6522
SLC4A4,18182,9703,37116,6256
SMARCA2,18710,14083,13203,9109
SESN1,3591,2762,3012,1509
MID2,1113,360,1021,270
COL5A3,6498,5730,8775,5031
SRCAP,18442,5661,12713,9643
PUM3,1721,1188,1037,815
CPB2,68,92,149,204
CHRNA3,259,68,61,26
KCNN2,1486,664,789,392
CNOT4,2984,2260,2832,1971
PSEN1,7243,6610,10654,10091
CPOX,1754,2206,1533,2632
CLDND1,7279,14908,16240,17338
MOK,1590,773,1100,449
HSP90AA1,92257,61341,55278,27021
RBL1,635,501,795,729
DLGAP4,15478,5515,3021,3804
IGSF9B,10465,1922,1762,3222
NDC80,116,0,8,9
AP4E1,1514,1278,1062,981
RSBN1,2652,2620,1950,1997
MAGI3,5596,3929,3024,1514
CXCL2,604,56,217,556
COL4A4,704,244,679,322
TCF7,940,389,939,565
OSTM1,2646,2736,1514,1591
CDH7,2181,1899,317,694
IMPG2,514,261,212,205
PCNP,1768,893,1421,674
EXD2,4019,2875,4403,2497
ARG2,883,399,478,254
MEF2C,41723,43139,4543,8937
PTPRC,6013,1399,2178,1507
CACNA1S,243,172,43,34
PKP1,278,54,48,71
UBA5,3932,4049,2559,1947
STK17B,1892,1205,1334,557
CDC14B,3568,2064,4898,3277
ZNF510,4067,3034,2598,1786
LRP2,1471,2108,1695,3015
ZNF506,2288,1935,1903,1497
JMJD4,1063,893,719,469
DUSP12,855,523,698,537
AACS,9595,4879,1588,2549
DELE1,5452,1940,4915,2711
CADPS2,5512,6338,1754,1660
PCDHB4,161,594,1200,406
PCDHA6,514,217,160,261
PCDHGA2,1341,590,1559,2389
HSPB11,953,806,547,524
PHLPP1,12954,9400,29257,19902
ATP8B1,1066,659,353,414
IL12RB2,1372,609,90,174
SMARCD3,9104,4567,3437,4635
WDR70,2258,1322,1972,1243
FYB1,4782,675,1343,1295
MPP4,155,65,20,19
STRADB,2162,1722,1308,1363
BZW1,9251,8344,3869,4045
PGR,261,126,203,73
C1QTNF3,589,393,717,734
ME2,5102,3577,3257,3281
C5orf22,2188,1889,1089,910
CCNT2,2350,2489,1484,2025
FAM135A,4034,4533,2685,2835
COL19A1,1587,1466,223,313
EPB41L3,15948,10054,6510,4207
COBLL1,3273,1996,2396,2204
DLG3,12615,3812,950,1373
KCNK2,2225,1466,499,1244
SERTAD4,1531,1483,425,231
TRAF5,1165,833,608,308
MRPL22,970,942,768,635
GEMIN5,2925,1215,2661,1448
OPRK1,1006,1208,51,317
NFE2L1,21158,8038,8448,10244
SEMA5B,3227,1317,1134,1889
GSK3B,16741,13741,7614,6421
ITGB5,4036,1695,6670,2273
ERC1,8568,3927,6622,4283
XPO1,9640,8771,7615,6078
RNF13,2054,1556,2901,1844
TRPM3,5705,6006,3249,1277
PALB2,1569,982,1177,803
DOP1A,9387,7017,5082,3778
LYRM2,3607,3601,2861,1661
BCKDHB,2316,2286,3171,1220
KAT6A,11112,6398,12555,5247
TUT7,3006,2075,2259,2493
ULK2,7991,5843,5559,4637
GRHL2,103,66,6,52
TNPO1,10327,7878,9430,3340
PLOD1,5087,1354,3226,2352
P2RX5,745,300,44,111
ITGAE,544,329,456,410
DIS3,4202,3164,3350,2075
PIBF1,1339,1118,1099,850
TDRD3,2169,1974,2746,1757
NUFIP1,1002,971,750,550
PDS5B,10900,13540,5331,4519
OXCT1,11590,9378,3661,4058
RRAGB,2668,2265,1315,1126
CYLD,11769,12662,7572,6928
SLC27A5,645,366,774,703
ZNF324,1185,1161,1768,1255
ZNF671,1240,853,1625,726
ZNF416,813,410,789,365
ZNF586,1381,678,1077,853
ZNF446,1612,701,1251,882
ZNF264,5088,355,4460,610
RPS5,8220,3289,6044,5348
FAT1,25169,11151,54043,14561
YTHDC1,6482,4207,7433,5439
CHMP2B,1353,2604,1068,1739
SMAP2,14531,5928,3554,4084
PPIE,1605,1038,1507,1412
ZMPSTE24,3458,3756,3398,2317
STARD7,15548,11437,14030,11102
NOA1,1741,866,1253,897
REST,1914,1688,2232,2486
HAL,31,8,16,0
SSH1,9924,3639,3213,3128
GSTP1,8242,1390,8213,3107
APLP2,51231,22962,30868,18052
FAM234B,11011,10562,4569,2175
SLCO1A2,3011,8733,11762,11636
WBP11,7186,3887,4831,2662
EIF3I,6433,2704,3764,2231
NKAIN1,1122,277,424,309
COL16A1,4323,2701,5268,6432
TXLNA,7721,2615,5651,3718
APOB,207,123,243,40
NCOA1,20054,8335,14506,5367
AGBL5,2583,1405,2063,1555
EFR3B,25495,14458,8634,7615
KIF3C,36031,19240,3817,5062
RAB10,12116,8708,10184,7972
GCKR,115,25,81,0
HADHA,13562,6682,13021,7910
MAPRE3,15430,5399,2531,3865
CAD,4376,1636,5308,2610
CD59,21810,9608,13387,7445
CD82,3010,1026,7025,3570
BCORL1,1794,662,1052,720
ATRX,15566,14225,7544,7575
AK6,646,847,629,481
FCN1,225,14,57,8
MYNN,1408,1675,1278,980
MECOM,812,326,647,552
SCAMP1,4548,3334,3364,4094
PREP,3868,1925,1216,917
HACE1,3155,4050,1897,2074
SEH1L,3870,3536,1338,2247
WDR47,12597,13497,4188,4463
WDFY1,5279,4575,3871,3375
OVGP1,415,201,223,168
SLC25A24,1170,855,777,740
MAP3K4,6226,3508,3438,2860
PILRA,523,103,306,253
IGSF9,76,15,103,13
ABCB1,4870,2245,3042,2397
ZNF213,1319,746,1108,1099
AKR1B1,4484,1708,2663,2001
CPNE3,5454,3784,6697,2419
RRN3,2895,2505,2121,1374
CTTN,7467,3603,6421,5480
WNT11,17,25,33,12
MTIF2,1949,1442,1898,1048
DDHD2,10625,5415,5572,5496
TTC39A,476,174,118,56
EPS15,19706,23908,14261,13526
ORC1,143,17,39,0
MGST2,662,194,596,275
CHERP,5332,1855,2968,2104
ATG16L1,2644,1605,1644,1686
USP40,2666,2061,4273,3023
POMGNT1,6251,3371,4912,3683
RAD54L,282,103,64,107
MAST2,7557,3331,4040,3657
DNAJA1,18143,12404,7988,5986
B4GALT1,3620,766,1562,1294
CHMP5,4119,3705,2986,1712
NFX1,5935,3252,4778,2851
AQP6,69,36,228,172
DIMT1,2215,3162,2472,2111
IPO11,2852,2191,1513,1116
FOLH1,1021,1860,4153,4511
EIF2AK1,7349,3922,5864,3587
EPDR1,6114,3531,2405,2350
SNX10,4689,3163,1814,1292
SEPHS1,1984,786,2103,1010
MRPL28,3151,1138,1250,670
HBQ1,159,48,17,62
ITPKC,2721,553,1485,654
FAT2,823,497,427,404
RBM22,3204,1141,2974,1327
TMED2,5435,2308,3631,1662
ERO1B,1945,2176,1481,1877
ZFAND6,1260,1260,1317,1049
TXLNG,1743,1393,1334,884
PPEF1,493,886,54,130
LAT2,2151,356,825,810
HUWE1,71058,28592,54373,31447
ZW10,1479,862,1020,673
ALG9,2375,1687,1509,1319
MYBPC2,275,12,6,28
NOX4,150,97,139,49
ACOX3,2782,1282,1933,1445
MTMR2,3761,3660,3508,3736
PPP1R15A,5264,1450,2909,2253
HSD17B14,1393,491,1305,647
TRIP6,1583,755,3447,1370
ACHE,1457,797,541,789
FTL,81498,4861,31387,27116
SRRT,4301,1696,3354,2290
BAX,1587,359,1272,644
NLK,9788,9250,2894,4177
PIGS,5414,2102,3754,2071
ADAMTS2,1723,225,617,259
ATXN7L3,15502,11807,3941,6510
PGS1,2317,1265,1870,1782
PSMC5,4489,2611,2605,1808
UIMC1,2394,2383,1818,2146
CETP,147,13,100,74
MMP2,6083,283,3005,1283
MT3,17296,5591,19128,6589
LPCAT2,2001,825,1268,1194
GNAO1,20945,13958,21022,23658
OGFOD1,3159,1958,1396,1496
SH3BP2,8856,2676,4593,2527
NOP14,1872,831,1316,1048
ADD1,28553,18756,30317,17228
L2HGDH,1173,1032,677,568
TXNDC16,2453,2832,1922,1426
RTRAF,3958,2056,2943,1485
NID2,3029,559,1912,1348
GMCL1,1114,1375,944,859
SF3B2,12687,3915,10197,5844
KLHL42,10725,10753,5878,6752
GNAS,50806,15658,22994,14257
